"","V1","V2"
"925","BRD7","PIK3CB"
"926","BRD7","PLCB4"
"927","BRD7","POLRMT"
"928","BRD7","RASA1"
"929","BRD7","RET"
"930","BRD7","RUNX1"
"931","BRD7","SMARCA1"
"932","BRD7","SOX9"
"933","BRD7","TBX3"
"934","BRD7","TET2"
"935","BRD7","THRAP3"
"936","BRD7","TNFAIP3"
"937","BRD7","ZBTB7B"
"938","BRD7","ZC3H12A"
"939","BRD7","ZFP36L2"
"940","BRD7","ZMYM2"
"941","BRD7","ZNF133"
"942","BTG2","CASP8"
"943","BTG2","CDKN1A"
"944","BTG2","CNBD1"
"945","BTG2","CSDE1"
"946","BTG2","CTNND1"
"947","BTG2","DACH1"
"948","BTG2","DDX3X"
"949","BTG2","EEF1A1"
"950","BTG2","ERBB4"
"951","BTG2","EZH2"
"952","BTG2","FOXA1"
"953","BTG2","GATA3"
"954","BTG2","GPS2"
"955","BTG2","JAK1"
"956","BTG2","KEAP1"
"957","BTG2","KEL"
"958","BTG2","KIT"
"959","BTG2","LZTR1"
"960","BTG2","MAP3K1"
"961","BTG2","MLH1"
"962","BTG2","MSH6"
"963","BTG2","NF2"
"964","BTG2","NUP93"
"965","BTG2","PCBP1"
"966","BTG2","PGR"
"967","BTG2","PIK3CB"
"968","BTG2","PLCB4"
"969","BTG2","POLRMT"
"970","BTG2","RASA1"
"971","BTG2","RET"
"972","BTG2","RUNX1"
"973","BTG2","SMARCA1"
"974","BTG2","SOX9"
"975","BTG2","TBX3"
"976","BTG2","TET2"
"977","BTG2","THRAP3"
"978","BTG2","TNFAIP3"
"979","BTG2","ZBTB7B"
"980","BTG2","ZC3H12A"
"981","BTG2","ZFP36L2"
"982","BTG2","ZMYM2"
"983","BTG2","ZNF133"
"984","CACNA1A","CDK12"
"985","CACNA1A","EPHA3"
"986","CACNA1A","MED12"
"987","CACNA1A","POLE"
"988","CACNA1A","RHOB"
"989","CACNA1A","SMARCA4"
"990","CARD11","CDH1"
"991","CARD11","CIC"
"992","CARD11","CTNNB1"
"993","CARD11","DNMT3A"
"994","CARD11","EEF2"
"995","CARD11","EGFR"
"996","CARD11","HGF"
"997","CARD11","JAK3"
"998","CARD11","KIF1A"
"999","CARD11","LATS1"
"1000","CARD11","MSH2"
"1001","CARD11","MUC6"
"1002","CARD11","NIPBL"
"1003","CARD11","NOTCH2"
"1004","CARD11","PDS5B"
"1005","CARD11","PIK3CG"
"1006","CARD11","PTPRC"
"1007","CARD11","RAD21"
"1008","CARD11","RNF111"
"1009","CARD11","SF1"
"1010","CARD11","SIN3A"
"1011","CARD11","TAF1"
"1012","CARD11","TSC2"
"1013","CARD11","TXNIP"
"1014","CARD11","USP9X"
"1015","CASP8","CDKN1A"
"1016","CASP8","CNBD1"
"1017","CASP8","CTNND1"
"1018","CASP8","DACH1"
"1019","CASP8","DDX3X"
"1020","CASP8","EPAS1"
"1021","CASP8","ERBB4"
"1022","CASP8","FGFR2"
"1023","CASP8","FOXA1"
"1024","CASP8","FOXQ1"
"1025","CASP8","GATA3"
"1026","CASP8","GNA13"
"1027","CASP8","GPS2"
"1028","CASP8","JAK1"
"1029","CASP8","KIT"
"1030","CASP8","LZTR1"
"1031","CASP8","MAP3K1"
"1032","CASP8","MLH1"
"1033","CASP8","MSH6"
"1034","CASP8","NF2"
"1035","CASP8","NUP93"
"1036","CASP8","PCBP1"
"1037","CASP8","PIK3CB"
"1038","CASP8","PLCG1"
"1039","CASP8","POLRMT"
"1040","CASP8","PTEN"
"1041","CASP8","RET"
"1042","CASP8","RUNX1"
"1043","CASP8","SETBP1"
"1044","CASP8","TBX3"
"1045","CASP8","TET2"
"1046","CASP8","THRAP3"
"1047","CASP8","ZBTB7B"
"1048","CASP8","ZC3H12A"
"1049","CASP8","ZMYM2"
"1050","CASP8","ZMYM3"
"1051","CASP8","ZNF750"
"1052","CBFB","CBWD3"
"1053","CBFB","CD79B"
"1054","CBFB","CEBPA"
"1055","CBFB","FAM46D"
"1056","CBFB","GNAQ"
"1057","CBFB","H3F3C"
"1058","CBFB","LEMD2"
"1059","CBFB","MAP2K1"
"1060","CBFB","MAPK1"
"1061","CBFB","MAX"
"1062","CBFB","MGMT"
"1063","CBFB","MYD88"
"1064","CBFB","NPM1"
"1065","CBFB","PAX5"
"1066","CBFB","PIM1"
"1067","CBFB","PTPN11"
"1068","CBFB","RHEB"
"1069","CBFB","RIT1"
"1070","CBFB","RPL22L1"
"1071","CBFB","RQCD1"
"1072","CBFB","RRAS2"
"1073","CBFB","STK11"
"1074","CBFB","TCEB1"
"1075","CBFB","TCF7L2"
"1076","CBFB","TMSB4X"
"1077","CBFB","UNCX"
"1078","CBFB","VHL"
"1079","CBFB","ZCCHC12"
"1080","CBWD3","CD79B"
"1081","CBWD3","FAM46D"
"1082","CBWD3","MAP2K1"
"1083","CBWD3","MAX"
"1084","CBWD3","MGMT"
"1085","CBWD3","MYD88"
"1086","CBWD3","NPM1"
"1087","CBWD3","PAX5"
"1088","CBWD3","PIM1"
"1089","CBWD3","RHEB"
"1090","CBWD3","RIT1"
"1091","CBWD3","RPL22L1"
"1092","CBWD3","RQCD1"
"1093","CBWD3","RRAS2"
"1094","CBWD3","STK11"
"1095","CBWD3","TCEB1"
"1096","CBWD3","TMSB4X"
"1097","CBWD3","VHL"
"1098","CCND1","CHEK2"
"1099","CCND1","CREB3L3"
"1100","CCND1","CUL3"
"1101","CCND1","ESR1"
"1102","CCND1","FGFR1"
"1103","CCND1","FLT3"
"1104","CCND1","GABRA6"
"1105","CCND1","HLA-B"
"1106","CCND1","IDH1"
"1107","CCND1","IL7R"
"1108","CCND1","IRF2"
"1109","CCND1","JAK2"
"1110","CCND1","KDM5C"
"1111","CCND1","KRT222"
"1112","CCND1","MSH3"
"1113","CCND1","MYCN"
"1114","CCND1","NRAS"
"1115","CCND1","NUP133"
"1116","CCND1","PHF6"
"1117","CCND1","PIK3R1"
"1118","CCND1","PIK3R2"
"1119","CCND1","PMS1"
"1120","CCND1","PMS2"
"1121","CCND1","PPP2R1A"
"1122","CCND1","PTPDC1"
"1123","CCND1","RFC1"
"1124","CCND1","RPS6KA3"
"1125","CCND1","SMAD2"
"1126","CCND1","SMAD4"
"1127","CCND1","SMARCB1"
"1128","CCND1","SMC3"
"1129","CCND1","SPOP"
"1130","CCND1","SRSF2"
"1131","CCND1","TBL1XR1"
"1132","CCND1","TCF12"
"1133","CCND1","TGIF1"
"1134","CCND1","TLR4"
"1135","CCND1","U2AF1L4"
"1136","CCND1","WT1"
"1137","CCND1","XPO1"
"1138","CCND1","ZBTB20"
"1139","CD70","CDK4"
"1140","CD70","CDKN1B"
"1141","CD70","CDKN2C"
"1142","CD70","CUL3"
"1143","CD70","CYLD"
"1144","CD70","CYSLTR2"
"1145","CD70","DAZAP1"
"1146","CD70","EGR3"
"1147","CD70","ESR1"
"1148","CD70","FOXA2"
"1149","CD70","FUBP1"
"1150","CD70","GNA11"
"1151","CD70","H3F3A"
"1152","CD70","HIST1H1E"
"1153","CD70","HLA-A"
"1154","CD70","HLA-B"
"1155","CD70","IDH1"
"1156","CD70","IDH2"
"1157","CD70","IL6ST"
"1158","CD70","IRF6"
"1159","CD70","KDM5C"
"1160","CD70","LATS2"
"1161","CD70","MAP2K4"
"1162","CD70","MEN1"
"1163","CD70","MYC"
"1164","CD70","MYCN"
"1165","CD70","PMS1"
"1166","CD70","PPM1D"
"1167","CD70","PPP2R1A"
"1168","CD70","PPP6C"
"1169","CD70","PRKAR1A"
"1170","CD70","RAC1"
"1171","CD70","RAF1"
"1172","CD70","RARA"
"1173","CD70","RNF43"
"1174","CD70","RPL5"
"1175","CD70","SMAD2"
"1176","CD70","SMARCB1"
"1177","CD70","SOX17"
"1178","CD70","TGFBR2"
"1179","CD70","TRAF3"
"1180","CD70","U2AF1L4"
"1181","CD70","WT1"
"1182","CD79B","CEBPA"
"1183","CD79B","FAM46D"
"1184","CD79B","GNAQ"
"1185","CD79B","H3F3C"
"1186","CD79B","LEMD2"
"1187","CD79B","MAP2K1"
"1188","CD79B","MAPK1"
"1189","CD79B","MAX"
"1190","CD79B","MGMT"
"1191","CD79B","MYD88"
"1192","CD79B","NPM1"
"1193","CD79B","PAX5"
"1194","CD79B","PIM1"
"1195","CD79B","PTPN11"
"1196","CD79B","RHEB"
"1197","CD79B","RIT1"
"1198","CD79B","RPL22L1"
"1199","CD79B","RQCD1"
"1200","CD79B","RRAS2"
"1201","CD79B","STK11"
"1202","CD79B","TCEB1"
"1203","CD79B","TCF7L2"
"1204","CD79B","TMSB4X"
"1205","CD79B","UNCX"
"1206","CD79B","VHL"
"1207","CD79B","ZCCHC12"
"1208","CDH1","CIC"
"1209","CDH1","CTCF"
"1210","CDH1","DHX9"
"1211","CDH1","DNMT3A"
"1212","CDH1","EGFR"
"1213","CDH1","GNAS"
"1214","CDH1","GRIN2D"
"1215","CDH1","GTF2I"
"1216","CDH1","INPPL1"
"1217","CDH1","KIF1A"
"1218","CDH1","KLF5"
"1219","CDH1","LATS1"
"1220","CDH1","MAP3K4"
"1221","CDH1","MUC6"
"1222","CDH1","NIPBL"
"1223","CDH1","NOTCH1"
"1224","CDH1","NOTCH2"
"1225","CDH1","PDS5B"
"1226","CDH1","PIK3CG"
"1227","CDH1","PTPRC"
"1228","CDH1","RAD21"
"1229","CDH1","RNF111"
"1230","CDH1","TSC2"
"1231","CDH1","TXNIP"
"1232","CDH1","USP9X"
"1233","CDK12","MED12"
"1234","CDK12","MGA"
"1235","CDK12","NFE2L2"
"1236","CDK12","POLQ"
"1237","CDK12","RHOB"
"1238","CDK12","RXRA"
"1239","CDK4","CDKN1B"
"1240","CDK4","CDKN2C"
"1241","CDK4","CEBPA"
"1242","CDK4","CYLD"
"1243","CDK4","CYSLTR2"
"1244","CDK4","DAZAP1"
"1245","CDK4","EGR3"
"1246","CDK4","FOXA2"
"1247","CDK4","FUBP1"
"1248","CDK4","GNA11"
"1249","CDK4","GNAQ"
"1250","CDK4","H3F3A"
"1251","CDK4","H3F3C"
"1252","CDK4","HIST1H1E"
"1253","CDK4","HLA-A"
"1254","CDK4","IDH2"
"1255","CDK4","IL6ST"
"1256","CDK4","IRF6"
"1257","CDK4","LATS2"
"1258","CDK4","LEMD2"
"1259","CDK4","MAP2K4"
"1260","CDK4","MAPK1"
"1261","CDK4","MEN1"
"1262","CDK4","MYC"
"1263","CDK4","PPM1D"
"1264","CDK4","PPP6C"
"1265","CDK4","PRKAR1A"
"1266","CDK4","PTPN11"
"1267","CDK4","RAC1"
"1268","CDK4","RAF1"
"1269","CDK4","RARA"
"1270","CDK4","RNF43"
"1271","CDK4","RPL5"
"1272","CDK4","SOX17"
"1273","CDK4","TCF7L2"
"1274","CDK4","TGFBR2"
"1275","CDK4","TRAF3"
"1276","CDK4","UNCX"
"1277","CDK4","ZCCHC12"
"1278","CDKN1A","CNBD1"
"1279","CDKN1A","CTNND1"
"1280","CDKN1A","DACH1"
"1281","CDKN1A","DDX3X"
"1282","CDKN1A","EPAS1"
"1283","CDKN1A","ERBB4"
"1284","CDKN1A","FGFR2"
"1285","CDKN1A","FOXA1"
"1286","CDKN1A","FOXQ1"
"1287","CDKN1A","GATA3"
"1288","CDKN1A","GNA13"
"1289","CDKN1A","GPS2"
"1290","CDKN1A","JAK1"
"1291","CDKN1A","KIT"
"1292","CDKN1A","LZTR1"
"1293","CDKN1A","MAP3K1"
"1294","CDKN1A","MLH1"
"1295","CDKN1A","MSH6"
"1296","CDKN1A","NF2"
"1297","CDKN1A","NUP93"
"1298","CDKN1A","PCBP1"
"1299","CDKN1A","PIK3CB"
"1300","CDKN1A","PLCG1"
"1301","CDKN1A","POLRMT"
"1302","CDKN1A","PTEN"
"1303","CDKN1A","RET"
"1304","CDKN1A","RUNX1"
"1305","CDKN1A","SETBP1"
"1306","CDKN1A","TBX3"
"1307","CDKN1A","TET2"
"1308","CDKN1A","THRAP3"
"1309","CDKN1A","ZBTB7B"
"1310","CDKN1A","ZC3H12A"
"1311","CDKN1A","ZMYM2"
"1312","CDKN1A","ZMYM3"
"1313","CDKN1A","ZNF750"
"1314","CDKN1B","CDKN2C"
"1315","CDKN1B","CEBPA"
"1316","CDKN1B","CYLD"
"1317","CDKN1B","CYSLTR2"
"1318","CDKN1B","DAZAP1"
"1319","CDKN1B","EGR3"
"1320","CDKN1B","FOXA2"
"1321","CDKN1B","FUBP1"
"1322","CDKN1B","GNA11"
"1323","CDKN1B","GNAQ"
"1324","CDKN1B","H3F3A"
"1325","CDKN1B","H3F3C"
"1326","CDKN1B","HIST1H1E"
"1327","CDKN1B","HLA-A"
"1328","CDKN1B","IDH2"
"1329","CDKN1B","IL6ST"
"1330","CDKN1B","IRF6"
"1331","CDKN1B","LATS2"
"1332","CDKN1B","LEMD2"
"1333","CDKN1B","MAP2K4"
"1334","CDKN1B","MAPK1"
"1335","CDKN1B","MEN1"
"1336","CDKN1B","MYC"
"1337","CDKN1B","PPM1D"
"1338","CDKN1B","PPP6C"
"1339","CDKN1B","PRKAR1A"
"1340","CDKN1B","PTPN11"
"1341","CDKN1B","RAC1"
"1342","CDKN1B","RAF1"
"1343","CDKN1B","RARA"
"1344","CDKN1B","RNF43"
"1345","CDKN1B","RPL5"
"1346","CDKN1B","SOX17"
"1347","CDKN1B","TCF7L2"
"1348","CDKN1B","TGFBR2"
"1349","CDKN1B","TRAF3"
"1350","CDKN1B","UNCX"
"1351","CDKN1B","ZCCHC12"
"1352","CDKN2A","CHD3"
"1353","CDKN2A","CHD8"
"1354","CDKN2A","COL5A1"
"1355","CDKN2A","DIAPH2"
"1356","CDKN2A","DICER1"
"1357","CDKN2A","EPHA2"
"1358","CDKN2A","HIST1H1C"
"1359","CDKN2A","HRAS"
"1360","CDKN2A","KMT2B"
"1361","CDKN2A","KRAS"
"1362","CDKN2A","MECOM"
"1363","CDKN2A","MTOR"
"1364","CDKN2A","PBRM1"
"1365","CDKN2A","PSIP1"
"1366","CDKN2A","PTCH1"
"1367","CDKN2A","RBM10"
"1368","CDKN2A","RHOA"
"1369","CDKN2A","SCAF4"
"1370","CDKN2A","SF3B1"
"1371","CDKN2A","SMC1A"
"1372","CDKN2A","SOS1"
"1373","CDKN2A","ZFP36L1"
"1374","CDKN2C","CEBPA"
"1375","CDKN2C","CYLD"
"1376","CDKN2C","CYSLTR2"
"1377","CDKN2C","DAZAP1"
"1378","CDKN2C","EGR3"
"1379","CDKN2C","FOXA2"
"1380","CDKN2C","FUBP1"
"1381","CDKN2C","GNA11"
"1382","CDKN2C","GNAQ"
"1383","CDKN2C","H3F3A"
"1384","CDKN2C","H3F3C"
"1385","CDKN2C","HIST1H1E"
"1386","CDKN2C","HLA-A"
"1387","CDKN2C","IDH2"
"1388","CDKN2C","IL6ST"
"1389","CDKN2C","IRF6"
"1390","CDKN2C","LATS2"
"1391","CDKN2C","LEMD2"
"1392","CDKN2C","MAP2K4"
"1393","CDKN2C","MAPK1"
"1394","CDKN2C","MEN1"
"1395","CDKN2C","MYC"
"1396","CDKN2C","PPM1D"
"1397","CDKN2C","PPP6C"
"1398","CDKN2C","PRKAR1A"
"1399","CDKN2C","PTPN11"
"1400","CDKN2C","RAC1"
"1401","CDKN2C","RAF1"
"1402","CDKN2C","RARA"
"1403","CDKN2C","RNF43"
"1404","CDKN2C","RPL5"
"1405","CDKN2C","SOX17"
"1406","CDKN2C","TCF7L2"
"1407","CDKN2C","TGFBR2"
"1408","CDKN2C","TRAF3"
"1409","CDKN2C","UNCX"
"1410","CDKN2C","ZCCHC12"
"1411","CEBPA","CYLD"
"1412","CEBPA","CYSLTR2"
"1413","CEBPA","DAZAP1"
"1414","CEBPA","GNA11"
"1415","CEBPA","GNAQ"
"1416","CEBPA","H3F3C"
"1417","CEBPA","HLA-A"
"1418","CEBPA","IDH2"
"1419","CEBPA","LEMD2"
"1420","CEBPA","MAP2K1"
"1421","CEBPA","MAP2K4"
"1422","CEBPA","MAPK1"
"1423","CEBPA","MEN1"
"1424","CEBPA","MGMT"
"1425","CEBPA","MYC"
"1426","CEBPA","NPM1"
"1427","CEBPA","PAX5"
"1428","CEBPA","PIM1"
"1429","CEBPA","PPM1D"
"1430","CEBPA","PPP6C"
"1431","CEBPA","PRKAR1A"
"1432","CEBPA","PTPN11"
"1433","CEBPA","RAC1"
"1434","CEBPA","RHEB"
"1435","CEBPA","RPL5"
"1436","CEBPA","SOX17"
"1437","CEBPA","TCF7L2"
"1438","CEBPA","TRAF3"
"1439","CEBPA","UNCX"
"1440","CEBPA","VHL"
"1441","CEBPA","ZCCHC12"
"1442","CHD3","CHD8"
"1443","CHD3","COL5A1"
"1444","CHD3","DIAPH2"
"1445","CHD3","DICER1"
"1446","CHD3","EPHA2"
"1447","CHD3","HIST1H1C"
"1448","CHD3","HRAS"
"1449","CHD3","KMT2B"
"1450","CHD3","KRAS"
"1451","CHD3","MECOM"
"1452","CHD3","MTOR"
"1453","CHD3","PBRM1"
"1454","CHD3","PSIP1"
"1455","CHD3","PTCH1"
"1456","CHD3","RBM10"
"1457","CHD3","RHOA"
"1458","CHD3","SCAF4"
"1459","CHD3","SF3B1"
"1460","CHD3","SMC1A"
"1461","CHD3","SOS1"
"1462","CHD3","ZFP36L1"
"1463","CHD4","PTPRD"
"1464","CHD4","ZFHX3"
"1465","CHD8","COL5A1"
"1466","CHD8","DIAPH2"
"1467","CHD8","DICER1"
"1468","CHD8","EPHA2"
"1469","CHD8","HIST1H1C"
"1470","CHD8","HRAS"
"1471","CHD8","KANSL1"
"1472","CHD8","KMT2B"
"1473","CHD8","MECOM"
"1474","CHD8","MET"
"1475","CHD8","MTOR"
"1476","CHD8","PBRM1"
"1477","CHD8","PDGFRA"
"1478","CHD8","PLXNB2"
"1479","CHD8","PSIP1"
"1480","CHD8","RHOA"
"1481","CHD8","SCAF4"
"1482","CHD8","SF3B1"
"1483","CHD8","SOS1"
"1484","CHD8","ZFP36L1"
"1485","CHEK2","CREB3L3"
"1486","CHEK2","CSDE1"
"1487","CHEK2","EEF1A1"
"1488","CHEK2","EZH2"
"1489","CHEK2","FGFR1"
"1490","CHEK2","FLT3"
"1491","CHEK2","GABRA6"
"1492","CHEK2","IL7R"
"1493","CHEK2","IRF2"
"1494","CHEK2","JAK2"
"1495","CHEK2","KEAP1"
"1496","CHEK2","KEL"
"1497","CHEK2","KRT222"
"1498","CHEK2","MSH3"
"1499","CHEK2","NRAS"
"1500","CHEK2","NUP133"
"1501","CHEK2","PGR"
"1502","CHEK2","PHF6"
"1503","CHEK2","PIK3R1"
"1504","CHEK2","PIK3R2"
"1505","CHEK2","PLCB4"
"1506","CHEK2","PMS2"
"1507","CHEK2","PTPDC1"
"1508","CHEK2","RASA1"
"1509","CHEK2","RFC1"
"1510","CHEK2","RPS6KA3"
"1511","CHEK2","SMAD4"
"1512","CHEK2","SMARCA1"
"1513","CHEK2","SMC3"
"1514","CHEK2","SOX9"
"1515","CHEK2","SPOP"
"1516","CHEK2","SRSF2"
"1517","CHEK2","TBL1XR1"
"1518","CHEK2","TCF12"
"1519","CHEK2","TGIF1"
"1520","CHEK2","TLR4"
"1521","CHEK2","TNFAIP3"
"1522","CHEK2","XPO1"
"1523","CHEK2","ZBTB20"
"1524","CHEK2","ZFP36L2"
"1525","CHEK2","ZNF133"
"1526","CIC","CTCF"
"1527","CIC","DHX9"
"1528","CIC","DNMT3A"
"1529","CIC","EGFR"
"1530","CIC","GNAS"
"1531","CIC","GRIN2D"
"1532","CIC","GTF2I"
"1533","CIC","INPPL1"
"1534","CIC","KIF1A"
"1535","CIC","KLF5"
"1536","CIC","LATS1"
"1537","CIC","MAP3K4"
"1538","CIC","MUC6"
"1539","CIC","NIPBL"
"1540","CIC","NOTCH1"
"1541","CIC","NOTCH2"
"1542","CIC","PDS5B"
"1543","CIC","PIK3CG"
"1544","CIC","PTPRC"
"1545","CIC","RAD21"
"1546","CIC","RNF111"
"1547","CIC","TSC2"
"1548","CIC","TXNIP"
"1549","CIC","USP9X"
"1550","CNBD1","CSDE1"
"1551","CNBD1","CTNND1"
"1552","CNBD1","DACH1"
"1553","CNBD1","DDX3X"
"1554","CNBD1","EEF1A1"
"1555","CNBD1","ERBB4"
"1556","CNBD1","EZH2"
"1557","CNBD1","FOXA1"
"1558","CNBD1","GATA3"
"1559","CNBD1","GPS2"
"1560","CNBD1","JAK1"
"1561","CNBD1","KEAP1"
"1562","CNBD1","KEL"
"1563","CNBD1","KIT"
"1564","CNBD1","LZTR1"
"1565","CNBD1","MAP3K1"
"1566","CNBD1","MLH1"
"1567","CNBD1","MSH6"
"1568","CNBD1","NF2"
"1569","CNBD1","NUP93"
"1570","CNBD1","PCBP1"
"1571","CNBD1","PGR"
"1572","CNBD1","PIK3CB"
"1573","CNBD1","PLCB4"
"1574","CNBD1","POLRMT"
"1575","CNBD1","RASA1"
"1576","CNBD1","RET"
"1577","CNBD1","RUNX1"
"1578","CNBD1","SMARCA1"
"1579","CNBD1","SOX9"
"1580","CNBD1","TBX3"
"1581","CNBD1","TET2"
"1582","CNBD1","THRAP3"
"1583","CNBD1","TNFAIP3"
"1584","CNBD1","ZBTB7B"
"1585","CNBD1","ZC3H12A"
"1586","CNBD1","ZFP36L2"
"1587","CNBD1","ZMYM2"
"1588","CNBD1","ZNF133"
"1589","COL5A1","DIAPH2"
"1590","COL5A1","DICER1"
"1591","COL5A1","EPHA2"
"1592","COL5A1","HIST1H1C"
"1593","COL5A1","HRAS"
"1594","COL5A1","KMT2B"
"1595","COL5A1","KRAS"
"1596","COL5A1","MECOM"
"1597","COL5A1","MTOR"
"1598","COL5A1","PBRM1"
"1599","COL5A1","PSIP1"
"1600","COL5A1","PTCH1"
"1601","COL5A1","RBM10"
"1602","COL5A1","RHOA"
"1603","COL5A1","SCAF4"
"1604","COL5A1","SF3B1"
"1605","COL5A1","SMC1A"
"1606","COL5A1","SOS1"
"1607","COL5A1","ZFP36L1"
"1608","CREB3L3","CSDE1"
"1609","CREB3L3","EEF1A1"
"1610","CREB3L3","EZH2"
"1611","CREB3L3","FGFR1"
"1612","CREB3L3","FLT3"
"1613","CREB3L3","GABRA6"
"1614","CREB3L3","IL7R"
"1615","CREB3L3","IRF2"
"1616","CREB3L3","JAK2"
"1617","CREB3L3","KEAP1"
"1618","CREB3L3","KEL"
"1619","CREB3L3","KRT222"
"1620","CREB3L3","MSH3"
"1621","CREB3L3","NRAS"
"1622","CREB3L3","NUP133"
"1623","CREB3L3","PGR"
"1624","CREB3L3","PHF6"
"1625","CREB3L3","PIK3R1"
"1626","CREB3L3","PIK3R2"
"1627","CREB3L3","PLCB4"
"1628","CREB3L3","PMS2"
"1629","CREB3L3","PTPDC1"
"1630","CREB3L3","RASA1"
"1631","CREB3L3","RFC1"
"1632","CREB3L3","RPS6KA3"
"1633","CREB3L3","SMAD4"
"1634","CREB3L3","SMARCA1"
"1635","CREB3L3","SMC3"
"1636","CREB3L3","SOX9"
"1637","CREB3L3","SPOP"
"1638","CREB3L3","SRSF2"
"1639","CREB3L3","TBL1XR1"
"1640","CREB3L3","TCF12"
"1641","CREB3L3","TGIF1"
"1642","CREB3L3","TLR4"
"1643","CREB3L3","TNFAIP3"
"1644","CREB3L3","XPO1"
"1645","CREB3L3","ZBTB20"
"1646","CREB3L3","ZFP36L2"
"1647","CREB3L3","ZNF133"
"1648","CREBBP","ERCC2"
"1649","CREBBP","SPTAN1"
"1650","CREBBP","STAG2"
"1651","CSDE1","CTNND1"
"1652","CSDE1","EEF1A1"
"1653","CSDE1","ERBB4"
"1654","CSDE1","EZH2"
"1655","CSDE1","FGFR1"
"1656","CSDE1","FLT3"
"1657","CSDE1","FOXA1"
"1658","CSDE1","GABRA6"
"1659","CSDE1","GATA3"
"1660","CSDE1","GPS2"
"1661","CSDE1","IL7R"
"1662","CSDE1","IRF2"
"1663","CSDE1","JAK1"
"1664","CSDE1","JAK2"
"1665","CSDE1","KEAP1"
"1666","CSDE1","KEL"
"1667","CSDE1","LZTR1"
"1668","CSDE1","MLH1"
"1669","CSDE1","NUP133"
"1670","CSDE1","NUP93"
"1671","CSDE1","PGR"
"1672","CSDE1","PHF6"
"1673","CSDE1","PIK3CB"
"1674","CSDE1","PIK3R1"
"1675","CSDE1","PLCB4"
"1676","CSDE1","PMS2"
"1677","CSDE1","PTPDC1"
"1678","CSDE1","RASA1"
"1679","CSDE1","RET"
"1680","CSDE1","RFC1"
"1681","CSDE1","RPS6KA3"
"1682","CSDE1","RUNX1"
"1683","CSDE1","SMAD4"
"1684","CSDE1","SMARCA1"
"1685","CSDE1","SMC3"
"1686","CSDE1","SOX9"
"1687","CSDE1","TBL1XR1"
"1688","CSDE1","TET2"
"1689","CSDE1","TLR4"
"1690","CSDE1","TNFAIP3"
"1691","CSDE1","XPO1"
"1692","CSDE1","ZBTB7B"
"1693","CSDE1","ZFP36L2"
"1694","CSDE1","ZMYM2"
"1695","CSDE1","ZNF133"
"1696","CTCF","DHX9"
"1697","CTCF","DNMT3A"
"1698","CTCF","GNAS"
"1699","CTCF","GRIN2D"
"1700","CTCF","GTF2I"
"1701","CTCF","INPPL1"
"1702","CTCF","KIF1A"
"1703","CTCF","KLF5"
"1704","CTCF","KRAS"
"1705","CTCF","MAP3K4"
"1706","CTCF","NIPBL"
"1707","CTCF","NOTCH1"
"1708","CTCF","NOTCH2"
"1709","CTCF","PIK3CG"
"1710","CTCF","PTCH1"
"1711","CTCF","RAD21"
"1712","CTCF","RBM10"
"1713","CTCF","RNF111"
"1714","CTCF","SMC1A"
"1715","CTCF","TSC2"
"1716","CTCF","TXNIP"
"1717","CTNNB1","EEF2"
"1718","CTNNB1","EGFR"
"1719","CTNNB1","EPAS1"
"1720","CTNNB1","FGFR2"
"1721","CTNNB1","FOXQ1"
"1722","CTNNB1","GNA13"
"1723","CTNNB1","HGF"
"1724","CTNNB1","JAK3"
"1725","CTNNB1","LATS1"
"1726","CTNNB1","MSH2"
"1727","CTNNB1","MUC6"
"1728","CTNNB1","PDS5B"
"1729","CTNNB1","PLCG1"
"1730","CTNNB1","PTEN"
"1731","CTNNB1","PTPRC"
"1732","CTNNB1","SETBP1"
"1733","CTNNB1","SF1"
"1734","CTNNB1","SIN3A"
"1735","CTNNB1","TAF1"
"1736","CTNNB1","USP9X"
"1737","CTNNB1","ZMYM3"
"1738","CTNNB1","ZNF750"
"1739","CTNND1","DACH1"
"1740","CTNND1","DDX3X"
"1741","CTNND1","EEF1A1"
"1742","CTNND1","ERBB4"
"1743","CTNND1","EZH2"
"1744","CTNND1","FOXA1"
"1745","CTNND1","GATA3"
"1746","CTNND1","GPS2"
"1747","CTNND1","JAK1"
"1748","CTNND1","KEAP1"
"1749","CTNND1","KEL"
"1750","CTNND1","KIT"
"1751","CTNND1","LZTR1"
"1752","CTNND1","MAP3K1"
"1753","CTNND1","MLH1"
"1754","CTNND1","MSH6"
"1755","CTNND1","NF2"
"1756","CTNND1","NUP93"
"1757","CTNND1","PCBP1"
"1758","CTNND1","PGR"
"1759","CTNND1","PIK3CB"
"1760","CTNND1","PLCB4"
"1761","CTNND1","POLRMT"
"1762","CTNND1","RASA1"
"1763","CTNND1","RET"
"1764","CTNND1","RUNX1"
"1765","CTNND1","SMARCA1"
"1766","CTNND1","SOX9"
"1767","CTNND1","TBX3"
"1768","CTNND1","TET2"
"1769","CTNND1","THRAP3"
"1770","CTNND1","TNFAIP3"
"1771","CTNND1","ZBTB7B"
"1772","CTNND1","ZC3H12A"
"1773","CTNND1","ZFP36L2"
"1774","CTNND1","ZMYM2"
"1775","CTNND1","ZNF133"
"1776","CUL1","FLNA"
"1777","CUL1","KANSL1"
"1778","CUL1","MET"
"1779","CUL1","NSD1"
"1780","CUL1","PDGFRA"
