"","V1","V2"
"909","GNA11","PPM1D"
"910","GNA11","PPP6C"
"911","GNA11","PRKAR1A"
"912","GNA11","RAC1"
"913","GNA11","RPL5"
"914","GNA11","SOX17"
"915","GNA11","TRAF3"
"916","GNA13","PLCG1"
"917","GNA13","PTEN"
"918","GNA13","SETBP1"
"919","GNA13","ZMYM3"
"920","GNA13","ZNF750"
"921","GNAQ","H3F3C"
"922","GNAQ","LEMD2"
"923","GNAQ","MAPK1"
"924","GNAQ","PTPN11"
"925","GNAQ","TCF7L2"
"926","GNAQ","UNCX"
"927","GNAQ","ZCCHC12"
"928","GNAS","GRIN2D"
"929","GNAS","GTF2I"
"930","GNAS","INPPL1"
"931","GNAS","KLF5"
"932","GNAS","MAP3K4"
"933","GNAS","NOTCH1"
"934","GPS2","JAK1"
"935","GPS2","LZTR1"
"936","GPS2","MLH1"
"937","GPS2","NUP93"
"938","GPS2","PIK3CB"
"939","GPS2","RET"
"940","GPS2","RUNX1"
"941","GPS2","TET2"
"942","GPS2","ZBTB7B"
"943","GPS2","ZMYM2"
"944","GRIN2D","GTF2I"
"945","GRIN2D","INPPL1"
"946","GRIN2D","KLF5"
"947","GRIN2D","MAP3K4"
"948","GRIN2D","NOTCH1"
"949","GTF2I","INPPL1"
"950","GTF2I","KLF5"
"951","GTF2I","MAP3K4"
"952","GTF2I","NOTCH1"
"953","H3F3A","HIST1H1E"
"954","H3F3A","IL6ST"
"955","H3F3A","IRF6"
"956","H3F3A","LATS2"
"957","H3F3A","RAF1"
"958","H3F3A","RARA"
"959","H3F3A","RNF43"
"960","H3F3A","TGFBR2"
"961","H3F3C","LEMD2"
"962","H3F3C","MAPK1"
"963","H3F3C","PTPN11"
"964","H3F3C","TCF7L2"
"965","H3F3C","UNCX"
"966","H3F3C","ZCCHC12"
"967","HGF","JAK3"
"968","HGF","MSH2"
"969","HGF","SF1"
"970","HGF","SIN3A"
"971","HGF","TAF1"
"972","HIST1H1C","MTOR"
"973","HIST1H1C","PSIP1"
"974","HIST1H1C","RHOA"
"975","HIST1H1C","ZFP36L1"
"976","HIST1H1E","IL6ST"
"977","HIST1H1E","IRF6"
"978","HIST1H1E","LATS2"
"979","HIST1H1E","RAF1"
"980","HIST1H1E","RARA"
"981","HIST1H1E","RNF43"
"982","HIST1H1E","TGFBR2"
"983","HLA-A","IDH2"
"984","HLA-A","MAP2K4"
"985","HLA-A","MEN1"
"986","HLA-A","MYC"
"987","HLA-A","PPM1D"
"988","HLA-A","PPP6C"
"989","HLA-A","PRKAR1A"
"990","HLA-A","RAC1"
"991","HLA-A","RPL5"
"992","HLA-A","SOX17"
"993","HLA-A","TRAF3"
"994","HLA-B","IDH1"
"995","HLA-B","KDM5C"
"996","HLA-B","MYCN"
"997","HLA-B","PMS1"
"998","HLA-B","PPP2R1A"
"999","HLA-B","SMAD2"
"1000","HLA-B","SMARCB1"
"1001","HLA-B","U2AF1L4"
"1002","HLA-B","WT1"
"1003","HRAS","KMT2B"
"1004","HRAS","MECOM"
"1005","HRAS","PBRM1"
"1006","HRAS","SCAF4"
"1007","HRAS","SF3B1"
"1008","HRAS","SOS1"
"1009","HUWE1","NF1"
"1010","HUWE1","TSC1"
"1011","IDH1","KDM5C"
"1012","IDH1","MYCN"
"1013","IDH1","PMS1"
"1014","IDH1","PPP2R1A"
"1015","IDH1","SMAD2"
"1016","IDH1","SMARCB1"
"1017","IDH1","U2AF1L4"
"1018","IDH1","WT1"
"1019","IDH2","MAP2K4"
"1020","IDH2","MEN1"
"1021","IDH2","MYC"
"1022","IDH2","PPM1D"
"1023","IDH2","PPP6C"
"1024","IDH2","PRKAR1A"
"1025","IDH2","RAC1"
"1026","IDH2","RPL5"
"1027","IDH2","SOX17"
"1028","IDH2","TRAF3"
"1029","IL6ST","IRF6"
"1030","IL6ST","LATS2"
"1031","IL6ST","RAF1"
"1032","IL6ST","RARA"
"1033","IL6ST","RNF43"
"1034","IL6ST","TGFBR2"
"1035","IL7R","IRF2"
"1036","IL7R","JAK2"
"1037","IL7R","NUP133"
"1038","IL7R","PHF6"
"1039","IL7R","PIK3R1"
"1040","IL7R","PMS2"
"1041","IL7R","PTPDC1"
"1042","IL7R","RFC1"
"1043","IL7R","RPS6KA3"
"1044","IL7R","SMAD4"
"1045","IL7R","SMC3"
"1046","IL7R","TBL1XR1"
"1047","IL7R","TLR4"
"1048","IL7R","XPO1"
"1049","INPPL1","KLF5"
"1050","INPPL1","MAP3K4"
"1051","INPPL1","NOTCH1"
"1052","IRF2","JAK2"
"1053","IRF2","NUP133"
"1054","IRF2","PHF6"
"1055","IRF2","PIK3R1"
"1056","IRF2","PMS2"
"1057","IRF2","PTPDC1"
"1058","IRF2","RFC1"
"1059","IRF2","RPS6KA3"
"1060","IRF2","SMAD4"
"1061","IRF2","SMC3"
"1062","IRF2","TBL1XR1"
"1063","IRF2","TLR4"
"1064","IRF2","XPO1"
"1065","IRF6","LATS2"
"1066","IRF6","RAF1"
"1067","IRF6","RARA"
"1068","IRF6","RNF43"
"1069","IRF6","TGFBR2"
"1070","JAK1","LZTR1"
"1071","JAK1","MLH1"
"1072","JAK1","NUP93"
"1073","JAK1","PIK3CB"
"1074","JAK1","RET"
"1075","JAK1","RUNX1"
"1076","JAK1","TET2"
"1077","JAK1","ZBTB7B"
"1078","JAK1","ZMYM2"
"1079","JAK2","NUP133"
"1080","JAK2","PHF6"
"1081","JAK2","PIK3R1"
"1082","JAK2","PMS2"
"1083","JAK2","PTPDC1"
"1084","JAK2","RFC1"
"1085","JAK2","RPS6KA3"
"1086","JAK2","SMAD4"
"1087","JAK2","SMC3"
"1088","JAK2","TBL1XR1"
"1089","JAK2","TLR4"
"1090","JAK2","XPO1"
"1091","JAK3","MSH2"
"1092","JAK3","SF1"
"1093","JAK3","SIN3A"
"1094","JAK3","TAF1"
"1095","KANSL1","MET"
"1096","KANSL1","PDGFRA"
"1097","KANSL1","PLXNB2"
"1098","KDM5C","MYCN"
"1099","KDM5C","PMS1"
"1100","KDM5C","PPP2R1A"
"1101","KDM5C","SMAD2"
"1102","KDM5C","SMARCB1"
"1103","KDM5C","U2AF1L4"
"1104","KDM5C","WT1"
"1105","KEAP1","KEL"
"1106","KEAP1","PGR"
"1107","KEAP1","PLCB4"
"1108","KEAP1","RASA1"
"1109","KEAP1","SMARCA1"
"1110","KEAP1","SOX9"
"1111","KEAP1","TNFAIP3"
"1112","KEAP1","ZFP36L2"
"1113","KEAP1","ZNF133"
"1114","KEL","PGR"
"1115","KEL","PLCB4"
"1116","KEL","RASA1"
"1117","KEL","SMARCA1"
"1118","KEL","SOX9"
"1119","KEL","TNFAIP3"
"1120","KEL","ZFP36L2"
"1121","KEL","ZNF133"
"1122","KIF1A","NIPBL"
"1123","KIF1A","NOTCH2"
"1124","KIF1A","PIK3CG"
"1125","KIF1A","RAD21"
"1126","KIF1A","RNF111"
"1127","KIF1A","TSC2"
"1128","KIF1A","TXNIP"
"1129","KIT","MAP3K1"
"1130","KIT","MSH6"
"1131","KIT","NF2"
"1132","KIT","PCBP1"
"1133","KIT","POLRMT"
"1134","KIT","TBX3"
"1135","KIT","THRAP3"
"1136","KIT","ZC3H12A"
"1137","KLF5","MAP3K4"
"1138","KLF5","NOTCH1"
"1139","KMT2B","MECOM"
"1140","KMT2B","PBRM1"
"1141","KMT2B","SCAF4"
"1142","KMT2B","SF3B1"
"1143","KMT2B","SOS1"
"1144","KRAS","PTCH1"
"1145","KRAS","RBM10"
"1146","KRAS","SMC1A"
"1147","KRT222","MSH3"
"1148","KRT222","NRAS"
"1149","KRT222","PIK3R2"
"1150","KRT222","SPOP"
"1151","KRT222","SRSF2"
"1152","KRT222","TCF12"
"1153","KRT222","TGIF1"
"1154","KRT222","ZBTB20"
"1155","LATS1","MUC6"
"1156","LATS1","PDS5B"
"1157","LATS1","PTPRC"
"1158","LATS1","USP9X"
"1159","LATS2","RAF1"
"1160","LATS2","RARA"
"1161","LATS2","RNF43"
"1162","LATS2","TGFBR2"
"1163","LEMD2","MAPK1"
"1164","LEMD2","PTPN11"
"1165","LEMD2","TCF7L2"
"1166","LEMD2","UNCX"
"1167","LEMD2","ZCCHC12"
"1168","LZTR1","MLH1"
"1169","LZTR1","NUP93"
"1170","LZTR1","PIK3CB"
"1171","LZTR1","RET"
"1172","LZTR1","RUNX1"
"1173","LZTR1","TET2"
"1174","LZTR1","ZBTB7B"
"1175","LZTR1","ZMYM2"
"1176","MAP2K1","MGMT"
"1177","MAP2K1","NPM1"
"1178","MAP2K1","PAX5"
"1179","MAP2K1","PIM1"
"1180","MAP2K1","RHEB"
"1181","MAP2K1","VHL"
"1182","MAP2K4","MEN1"
"1183","MAP2K4","MYC"
"1184","MAP2K4","PPM1D"
"1185","MAP2K4","PPP6C"
"1186","MAP2K4","PRKAR1A"
"1187","MAP2K4","RAC1"
"1188","MAP2K4","RPL5"
"1189","MAP2K4","SOX17"
"1190","MAP2K4","TRAF3"
"1191","MAP3K1","MSH6"
"1192","MAP3K1","NF2"
"1193","MAP3K1","PCBP1"
"1194","MAP3K1","POLRMT"
"1195","MAP3K1","TBX3"
"1196","MAP3K1","THRAP3"
"1197","MAP3K1","ZC3H12A"
"1198","MAP3K4","NOTCH1"
"1199","MAPK1","PTPN11"
"1200","MAPK1","TCF7L2"
"1201","MAPK1","UNCX"
"1202","MAPK1","ZCCHC12"
"1203","MAX","MYD88"
"1204","MAX","RIT1"
"1205","MAX","RPL22L1"
"1206","MAX","RQCD1"
"1207","MAX","RRAS2"
"1208","MAX","STK11"
"1209","MAX","TCEB1"
"1210","MAX","TMSB4X"
"1211","MECOM","PBRM1"
"1212","MECOM","SCAF4"
"1213","MECOM","SF3B1"
"1214","MECOM","SOS1"
"1215","MEN1","MYC"
"1216","MEN1","PPM1D"
"1217","MEN1","PPP6C"
"1218","MEN1","PRKAR1A"
"1219","MEN1","RAC1"
"1220","MEN1","RPL5"
"1221","MEN1","SOX17"
"1222","MEN1","TRAF3"
"1223","MET","PDGFRA"
"1224","MET","PLXNB2"
"1225","MGA","NFE2L2"
"1226","MGA","POLQ"
"1227","MGA","RXRA"
"1228","MGMT","NPM1"
"1229","MGMT","PAX5"
"1230","MGMT","PIM1"
"1231","MGMT","RHEB"
"1232","MGMT","VHL"
"1233","MLH1","NUP93"
"1234","MLH1","PIK3CB"
"1235","MLH1","RET"
"1236","MLH1","RUNX1"
"1237","MLH1","TET2"
"1238","MLH1","ZBTB7B"
"1239","MLH1","ZMYM2"
"1240","MSH2","SF1"
"1241","MSH2","SIN3A"
"1242","MSH2","TAF1"
"1243","MSH3","NRAS"
"1244","MSH3","PIK3R2"
"1245","MSH3","SPOP"
"1246","MSH3","SRSF2"
"1247","MSH3","TCF12"
"1248","MSH3","TGIF1"
"1249","MSH3","ZBTB20"
"1250","MSH6","NF2"
"1251","MSH6","PCBP1"
"1252","MSH6","POLRMT"
"1253","MSH6","TBX3"
"1254","MSH6","THRAP3"
"1255","MSH6","ZC3H12A"
"1256","MTOR","PSIP1"
"1257","MTOR","RHOA"
"1258","MTOR","ZFP36L1"
"1259","MUC6","PDS5B"
"1260","MUC6","PTPRC"
"1261","MUC6","USP9X"
"1262","MYC","PPM1D"
"1263","MYC","PPP6C"
"1264","MYC","PRKAR1A"
"1265","MYC","RAC1"
"1266","MYC","RPL5"
"1267","MYC","SOX17"
"1268","MYC","TRAF3"
"1269","MYCN","PMS1"
"1270","MYCN","PPP2R1A"
"1271","MYCN","SMAD2"
"1272","MYCN","SMARCB1"
"1273","MYCN","U2AF1L4"
"1274","MYCN","WT1"
"1275","MYD88","RIT1"
"1276","MYD88","RPL22L1"
"1277","MYD88","RQCD1"
"1278","MYD88","RRAS2"
"1279","MYD88","STK11"
"1280","MYD88","TCEB1"
"1281","MYD88","TMSB4X"
"1282","NF1","TSC1"
"1283","NF2","PCBP1"
"1284","NF2","POLRMT"
"1285","NF2","TBX3"
"1286","NF2","THRAP3"
"1287","NF2","ZC3H12A"
"1288","NFE2L2","POLQ"
"1289","NFE2L2","RXRA"
"1290","NIPBL","NOTCH2"
"1291","NIPBL","PIK3CG"
"1292","NIPBL","RAD21"
"1293","NIPBL","RNF111"
"1294","NIPBL","TSC2"
"1295","NIPBL","TXNIP"
"1296","NOTCH2","PIK3CG"
"1297","NOTCH2","RAD21"
"1298","NOTCH2","RNF111"
"1299","NOTCH2","TSC2"
"1300","NOTCH2","TXNIP"
"1301","NPM1","PAX5"
"1302","NPM1","PIM1"
"1303","NPM1","RHEB"
"1304","NPM1","VHL"
"1305","NRAS","PIK3R2"
"1306","NRAS","SPOP"
"1307","NRAS","SRSF2"
"1308","NRAS","TCF12"
"1309","NRAS","TGIF1"
"1310","NRAS","ZBTB20"
"1311","NSD1","WHSC1"
"1312","NUP133","PHF6"
"1313","NUP133","PIK3R1"
"1314","NUP133","PMS2"
"1315","NUP133","PTPDC1"
"1316","NUP133","RFC1"
"1317","NUP133","RPS6KA3"
"1318","NUP133","SMAD4"
"1319","NUP133","SMC3"
"1320","NUP133","TBL1XR1"
"1321","NUP133","TLR4"
"1322","NUP133","XPO1"
"1323","NUP93","PIK3CB"
"1324","NUP93","RET"
"1325","NUP93","RUNX1"
"1326","NUP93","TET2"
"1327","NUP93","ZBTB7B"
"1328","NUP93","ZMYM2"
"1329","PAX5","PIM1"
"1330","PAX5","RHEB"
"1331","PAX5","VHL"
"1332","PBRM1","SCAF4"
"1333","PBRM1","SF3B1"
"1334","PBRM1","SOS1"
"1335","PCBP1","POLRMT"
"1336","PCBP1","TBX3"
"1337","PCBP1","THRAP3"
"1338","PCBP1","ZC3H12A"
"1339","PDGFRA","PLXNB2"
"1340","PDS5B","PTPRC"
"1341","PDS5B","USP9X"
"1342","PGR","PLCB4"
"1343","PGR","RASA1"
"1344","PGR","SMARCA1"
"1345","PGR","SOX9"
"1346","PGR","TNFAIP3"
"1347","PGR","ZFP36L2"
"1348","PGR","ZNF133"
"1349","PHF6","PIK3R1"
"1350","PHF6","PMS2"
"1351","PHF6","PTPDC1"
"1352","PHF6","RFC1"
"1353","PHF6","RPS6KA3"
"1354","PHF6","SMAD4"
"1355","PHF6","SMC3"
"1356","PHF6","TBL1XR1"
"1357","PHF6","TLR4"
"1358","PHF6","XPO1"
"1359","PIK3CB","RET"
"1360","PIK3CB","RUNX1"
"1361","PIK3CB","TET2"
"1362","PIK3CB","ZBTB7B"
"1363","PIK3CB","ZMYM2"
"1364","PIK3CG","RAD21"
"1365","PIK3CG","RNF111"
"1366","PIK3CG","TSC2"
"1367","PIK3CG","TXNIP"
"1368","PIK3R1","PMS2"
"1369","PIK3R1","PTPDC1"
"1370","PIK3R1","RFC1"
"1371","PIK3R1","RPS6KA3"
"1372","PIK3R1","SMAD4"
"1373","PIK3R1","SMC3"
"1374","PIK3R1","TBL1XR1"
"1375","PIK3R1","TLR4"
"1376","PIK3R1","XPO1"
"1377","PIK3R2","SPOP"
"1378","PIK3R2","SRSF2"
"1379","PIK3R2","TCF12"
"1380","PIK3R2","TGIF1"
"1381","PIK3R2","ZBTB20"
"1382","PIM1","RHEB"
"1383","PIM1","VHL"
"1384","PLCB4","RASA1"
"1385","PLCB4","SMARCA1"
"1386","PLCB4","SOX9"
"1387","PLCB4","TNFAIP3"
"1388","PLCB4","ZFP36L2"
"1389","PLCB4","ZNF133"
"1390","PLCG1","PTEN"
"1391","PLCG1","SETBP1"
"1392","PLCG1","ZMYM3"
"1393","PLCG1","ZNF750"
"1394","PMS1","PPP2R1A"
"1395","PMS1","SMAD2"
"1396","PMS1","SMARCB1"
"1397","PMS1","U2AF1L4"
"1398","PMS1","WT1"
"1399","PMS2","PTPDC1"
"1400","PMS2","RFC1"
"1401","PMS2","RPS6KA3"
"1402","PMS2","SMAD4"
"1403","PMS2","SMC3"
"1404","PMS2","TBL1XR1"
"1405","PMS2","TLR4"
"1406","PMS2","XPO1"
"1407","POLE","SMARCA4"
"1408","POLQ","RXRA"
"1409","POLRMT","TBX3"
"1410","POLRMT","THRAP3"
"1411","POLRMT","ZC3H12A"
"1412","PPM1D","PPP6C"
"1413","PPM1D","PRKAR1A"
"1414","PPM1D","RAC1"
"1415","PPM1D","RPL5"
"1416","PPM1D","SOX17"
"1417","PPM1D","TRAF3"
"1418","PPP2R1A","SMAD2"
"1419","PPP2R1A","SMARCB1"
"1420","PPP2R1A","U2AF1L4"
"1421","PPP2R1A","WT1"
"1422","PPP6C","PRKAR1A"
"1423","PPP6C","RAC1"
"1424","PPP6C","RPL5"
"1425","PPP6C","SOX17"
"1426","PPP6C","TRAF3"
"1427","PRKAR1A","RAC1"
"1428","PRKAR1A","RPL5"
"1429","PRKAR1A","SOX17"
"1430","PRKAR1A","TRAF3"
"1431","PSIP1","RHOA"
"1432","PSIP1","ZFP36L1"
"1433","PTCH1","RBM10"
"1434","PTCH1","SMC1A"
"1435","PTEN","SETBP1"
"1436","PTEN","ZMYM3"
"1437","PTEN","ZNF750"
"1438","PTPDC1","RFC1"
"1439","PTPDC1","RPS6KA3"
"1440","PTPDC1","SMAD4"
"1441","PTPDC1","SMC3"
"1442","PTPDC1","TBL1XR1"
"1443","PTPDC1","TLR4"
"1444","PTPDC1","XPO1"
"1445","PTPN11","TCF7L2"
"1446","PTPN11","UNCX"
"1447","PTPN11","ZCCHC12"
"1448","PTPRC","USP9X"
"1449","RAC1","RPL5"
"1450","RAC1","SOX17"
"1451","RAC1","TRAF3"
"1452","RAD21","RNF111"
"1453","RAD21","TSC2"
"1454","RAD21","TXNIP"
"1455","RAF1","RARA"
"1456","RAF1","RNF43"
"1457","RAF1","TGFBR2"
"1458","RARA","RNF43"
"1459","RARA","TGFBR2"
"1460","RASA1","SMARCA1"
"1461","RASA1","SOX9"
"1462","RASA1","TNFAIP3"
"1463","RASA1","ZFP36L2"
"1464","RASA1","ZNF133"
"1465","RBM10","SMC1A"
"1466","RET","RUNX1"
"1467","RET","TET2"
"1468","RET","ZBTB7B"
"1469","RET","ZMYM2"
"1470","RFC1","RPS6KA3"
"1471","RFC1","SMAD4"
"1472","RFC1","SMC3"
"1473","RFC1","TBL1XR1"
"1474","RFC1","TLR4"
"1475","RFC1","XPO1"
"1476","RHEB","VHL"
"1477","RHOA","ZFP36L1"
"1478","RIT1","RPL22L1"
"1479","RIT1","RQCD1"
"1480","RIT1","RRAS2"
"1481","RIT1","STK11"
"1482","RIT1","TCEB1"
"1483","RIT1","TMSB4X"
"1484","RNF111","TSC2"
"1485","RNF111","TXNIP"
"1486","RNF43","TGFBR2"
"1487","RPL22L1","RQCD1"
"1488","RPL22L1","RRAS2"
"1489","RPL22L1","STK11"
"1490","RPL22L1","TCEB1"
"1491","RPL22L1","TMSB4X"
"1492","RPL5","SOX17"
"1493","RPL5","TRAF3"
"1494","RPS6KA3","SMAD4"
"1495","RPS6KA3","SMC3"
"1496","RPS6KA3","TBL1XR1"
"1497","RPS6KA3","TLR4"
"1498","RPS6KA3","XPO1"
"1499","RQCD1","RRAS2"
"1500","RQCD1","STK11"
"1501","RQCD1","TCEB1"
"1502","RQCD1","TMSB4X"
"1503","RRAS2","STK11"
"1504","RRAS2","TCEB1"
"1505","RRAS2","TMSB4X"
"1506","RUNX1","TET2"
"1507","RUNX1","ZBTB7B"
"1508","RUNX1","ZMYM2"
"1509","SCAF4","SF3B1"
"1510","SCAF4","SOS1"
"1511","SETBP1","ZMYM3"
"1512","SETBP1","ZNF750"
"1513","SF1","SIN3A"
"1514","SF1","TAF1"
"1515","SF3B1","SOS1"
"1516","SIN3A","TAF1"
"1517","SMAD2","SMARCB1"
"1518","SMAD2","U2AF1L4"
"1519","SMAD2","WT1"
"1520","SMAD4","SMC3"
"1521","SMAD4","TBL1XR1"
"1522","SMAD4","TLR4"
"1523","SMAD4","XPO1"
"1524","SMARCA1","SOX9"
"1525","SMARCA1","TNFAIP3"
"1526","SMARCA1","ZFP36L2"
"1527","SMARCA1","ZNF133"
"1528","SMARCB1","U2AF1L4"
"1529","SMARCB1","WT1"
"1530","SMC3","TBL1XR1"
"1531","SMC3","TLR4"
"1532","SMC3","XPO1"
"1533","SOX17","TRAF3"
"1534","SOX9","TNFAIP3"
"1535","SOX9","ZFP36L2"
"1536","SOX9","ZNF133"
"1537","SPOP","SRSF2"
"1538","SPOP","TCF12"
"1539","SPOP","TGIF1"
"1540","SPOP","ZBTB20"
"1541","SPTAN1","STAG2"
"1542","SRSF2","TCF12"
"1543","SRSF2","TGIF1"
"1544","SRSF2","ZBTB20"
"1545","STK11","TCEB1"
"1546","STK11","TMSB4X"
"1547","TBL1XR1","TLR4"
"1548","TBL1XR1","XPO1"
"1549","TBX3","THRAP3"
"1550","TBX3","ZC3H12A"
"1551","TCEB1","TMSB4X"
"1552","TCF12","TGIF1"
"1553","TCF12","ZBTB20"
"1554","TCF7L2","UNCX"
"1555","TCF7L2","ZCCHC12"
"1556","TET2","ZBTB7B"
"1557","TET2","ZMYM2"
"1558","TGIF1","ZBTB20"
"1559","THRAP3","ZC3H12A"
"1560","TLR4","XPO1"
"1561","TNFAIP3","ZFP36L2"
"1562","TNFAIP3","ZNF133"
"1563","TSC2","TXNIP"
"1564","U2AF1L4","WT1"
"1565","UNCX","ZCCHC12"
"1566","ZBTB7B","ZMYM2"
"1567","ZFP36L2","ZNF133"
"1568","ZMYM3","ZNF750"
