,TCGA.A1.A0SK.01A,TCGA.A1.A0SM.01A,TCGA.A2.A04P.01A,TCGA.A2.A04Q.01A,TCGA.A2.A04R.01A,TCGA.A2.A0CM.01A,TCGA.A2.A0D0.01A,TCGA.A2.A0D2.01A,TCGA.A2.A0D4.01A,TCGA.A2.A0ER.01A,TCGA.A2.A0EY.01A,TCGA.A2.A0ST.01A,TCGA.A2.A0SV.01A,TCGA.A2.A0SX.01A,TCGA.A2.A0T2.01A,TCGA.A2.A0T3.01A,TCGA.A2.A0T4.01A,TCGA.A2.A0YG.01A,TCGA.A2.A0YH.01A,TCGA.A2.A0YM.01A,TCGA.A7.A0CE.01A,TCGA.A7.A0CJ.01A,TCGA.A7.A0DA.01A,TCGA.A8.A06N.01A,TCGA.A8.A06O.01A,TCGA.A8.A06Z.01A,TCGA.A8.A07O.01A,TCGA.A8.A07U.01A,TCGA.A8.A07W.01A,TCGA.A8.A082.01A,TCGA.A8.A085.01A,TCGA.A8.A08G.01A,TCGA.A8.A08H.01A,TCGA.A8.A08I.01A,TCGA.A8.A08R.01A,TCGA.A8.A096.01A,TCGA.A8.A097.01A,TCGA.A8.A09C.01A,TCGA.A8.A09D.01A,TCGA.A8.A09I.01A,TCGA.A8.A09M.01A,TCGA.A8.A09N.01A,TCGA.A8.A09Q.01A,TCGA.A8.A09R.01A,TCGA.A8.A0A9.01A,TCGA.AN.A03Y.01A,TCGA.AN.A041.01A,TCGA.AN.A049.01A,TCGA.AN.A04D.01A,TCGA.AN.A0AJ.01A,TCGA.AN.A0AL.01A,TCGA.AN.A0AM.01A,TCGA.AN.A0FF.01A,TCGA.AN.A0FJ.01A,TCGA.AN.A0FK.01A,TCGA.AN.A0FX.01A,TCGA.AN.A0FY.01A,TCGA.AN.A0XR.01A,TCGA.AN.A0XW.01A,TCGA.AO.A03O.01A,TCGA.AO.A0J3.01A,TCGA.AO.A0J4.01A,TCGA.AO.A0J6.01A,TCGA.AO.A0J7.01A,TCGA.AO.A0JD.01A,TCGA.AO.A0JI.01A,TCGA.AO.A0JL.01A,TCGA.AO.A124.01A,TCGA.AO.A129.01A,TCGA.AO.A12B.01A,TCGA.AO.A12F.01A,TCGA.AQ.A04H.01B,TCGA.AQ.A04J.01A,TCGA.AR.A0TS.01A,TCGA.AR.A0TT.01A,TCGA.AR.A0TY.01A,TCGA.AR.A0TZ.01A,TCGA.AR.A0U1.01A,TCGA.AR.A0U2.01A,TCGA.AR.A0U3.01A,TCGA.AR.A1AH.01A,TCGA.AR.A1AI.01A,TCGA.AR.A1AJ.01A,TCGA.AR.A1AQ.01A,TCGA.AR.A1AR.01A,TCGA.AR.A1AV.01A,TCGA.AR.A1AY.01A,TCGA.B6.A0I2.01A,TCGA.B6.A0IC.01A,TCGA.B6.A0IJ.01A,TCGA.B6.A0IQ.01A,TCGA.B6.A0RT.01A,TCGA.B6.A0RU.01A,TCGA.B6.A0WV.01A,TCGA.B6.A0WW.01A,TCGA.B6.A0WX.01A,TCGA.B6.A0X5.01A,TCGA.BH.A0AU.01A,TCGA.BH.A0AY.01A,TCGA.BH.A0B3.01A,TCGA.BH.A0B5.01A,TCGA.BH.A0B9.01A,TCGA.BH.A0BD.01A,TCGA.BH.A0BF.01A,TCGA.BH.A0BW.01A,TCGA.BH.A0BZ.01A,TCGA.BH.A0C0.01A,TCGA.BH.A0DL.01A,TCGA.BH.A0E0.01A,TCGA.BH.A0H0.01A,TCGA.BH.A0HU.01A,TCGA.BH.A0HW.01A,TCGA.BH.A0RX.01A,TCGA.BH.A0W3.01A,TCGA.BH.A0WA.01A,TCGA.BH.A18F.01A,TCGA.BH.A18J.01A,TCGA.BH.A18K.01A,TCGA.BH.A18L.01A,TCGA.BH.A18Q.01A,TCGA.BH.A18U.01A,TCGA.BH.A18V.01A,TCGA.BH.A1EW.01A,TCGA.BH.A1F0.01A,TCGA.C8.A12K.01A,TCGA.C8.A12W.01A,TCGA.C8.A12X.01A,TCGA.C8.A131.01A,TCGA.C8.A134.01A,TCGA.C8.A1HL.01A,TCGA.C8.A1HM.01A,TCGA.D8.A142.01A,TCGA.D8.A147.01A,TCGA.E2.A10A.01A,TCGA.E2.A10C.01A,TCGA.E2.A14N.01A,TCGA.E2.A14O.01A,TCGA.E2.A14R.01A,TCGA.E2.A14S.01A,TCGA.E2.A14X.01A,TCGA.E2.A14Y.01A,TCGA.E2.A150.01A,TCGA.E2.A158.01A,TCGA.E2.A159.01A,TCGA.E2.A15M.01A
RAI16,-1.9835,-0.2865,-0.440167,0.395833,0.436833,1.776833,0.056333,-0.472833,-0.772333,-0.9195,-0.781833,-0.3365,-0.0025,-0.792833,0.5243329999999999,-0.3415,0.329,0.0325,-0.415833,0.238667,-0.243333,-0.071667,0.240167,-1.415167,0.1905,-1.210333,0.013833000000000002,-0.078167,0.0025,0.0135,-0.289333,-0.919167,0.245167,0.292,-0.144833,0.179333,-0.484667,-0.468333,0.527,0.0955,0.14666700000000002,-0.5435,-1.076833,0.029,0.746667,-0.318333,0.17033299999999998,-0.754167,-0.179833,-0.4695,0.12,0.4035,0.453833,-1.2565,0.4115,0.099167,-0.289333,0.712667,0.28,-0.633333,-0.456,0.1535,-0.757833,1.014,-0.303833,-0.770833,1.160833,-0.95,0.025167,0.123667,0.982167,0.342167,0.1635,-0.034,-1.121167,-0.158,0.260833,0.387667,-0.910333,-0.504833,0.800167,-0.457833,-0.008167,-0.2305,-0.13733299999999998,0.2495,-0.065167,-0.562,-0.0285,-1.212333,0.182167,-0.0215,-0.037333,-0.2865,-0.517833,-1.0355,-0.5585,0.359167,-0.008,-0.378667,-0.205167,0.4005,0.605167,0.591667,-0.597833,0.785667,0.1745,0.440333,0.565,0.202333,-1.197,-1.254333,-0.758,0.424,-0.7240000000000001,-0.073,0.041,-0.227333,-0.622667,0.14816700000000002,-0.14400000000000002,-0.219833,-0.061167,0.2615,-0.31316700000000003,-0.398333,-0.381333,0.121833,-1.045167,-0.570333,-0.7390000000000001,-0.209333,-0.8865,-0.6795,0.4605,-0.180667,1.5995,-0.362833,-0.13383299999999998,-1.346833,-0.278167,0.0355,0.057,0.512,0.3255
RPL27,-0.193875,-1.330375,-1.081125,-0.226625,0.47575,-0.933875,-0.095875,-0.1845,-0.27025,0.12125,-0.092875,-0.02625,-0.01925,-0.19925,-0.346625,-0.308,0.0625,-0.701625,-0.397875,0.2675,-0.290625,-1.26475,-1.00075,0.456875,0.0735,0.447625,1.011125,-0.49075,-0.162375,-0.29675,0.746,-1.0615,0.816375,-0.121375,-0.29575,0.168375,-0.098375,0.319375,-0.780875,-0.833875,0.337625,-0.93575,0.175,-0.0805,-0.29225,-0.467625,0.287125,-0.151375,-0.654375,-0.03025,-0.6955,-0.259125,-0.300875,0.256125,0.035375,0.54475,-0.633875,-0.954625,-0.263125,-0.45275,-0.62675,0.593125,-0.018125,0.581,-0.382,0.788375,-1.38475,1.7645,0.133,0.620125,0.426125,-0.25875,-0.54375,0.6815,-0.544625,-0.428,-0.570125,-0.031875,-0.566875,-1.39025,-0.045625,0.29825,-0.1665,-0.116,0.245,0.25325,-0.38125,0.281625,-0.12675,0.15975,0.2295,-0.4185,-0.0515,0.013,-0.26175,0.166125,-0.878125,0.209375,-0.2835,-0.513375,-0.420375,0.03025,-0.093875,-0.525625,-0.235375,-0.37025,0.22675,-0.111125,0.414,0.05075,0.753125,0.8809999999999999,0.49825,0.424875,-0.254375,0.105875,-0.674625,0.003125,0.74075,-0.664,0.664375,-0.117875,0.624625,1.095375,-0.31225,0.50175,-0.320375,-0.25,-0.329,-0.634375,0.1485,0.00875,0.24525,-0.1775,-0.251125,0.271375,0.53725,0.045375,-0.3155,-0.40475,-0.133,0.07625,0.681875,-0.425,-0.285375
NLRP9,-0.2735,-0.2865,0.2765,0.086,-0.194,0.122,1.0305,0.1335,0.141,-0.4865,-1.0185,-0.4725,0.384,0.048,0.363,0.0835,0.4115,0.0445,-0.035,0.1055,0.239,-0.0885,-0.049,0.3905,-1.071,-0.1255,-0.758,-0.02,-0.789,-0.2945,-1.2225,-0.337,-0.6245,-0.0395,-0.4,0.157,0.1185,0.9425,0.4265,-0.252,0.1025,-0.125,0.0015,-0.6155,-0.5379999999999999,1.0285,0.123,0.0395,-0.2765,0.0795,0.7090000000000001,0.1825,1.7185,0.3705,-0.6855,-0.343,-0.16899999999999998,-0.366,-0.8285,-0.0535,0.5815,0.397,0.9805,0.5015,-0.038,2.0435,-0.0115,0.2025,-0.069,0.2705,0.065,0.0325,0.2055,-0.2805,0.056,0.044,-0.2905,-0.052000000000000005,-0.1195,-0.358,-0.8215,-0.4705,0.5525,1.2395,0.5435,-0.94,1.9175,-0.0695,-0.0535,-0.51,-0.403,0.0755,-0.118,-0.4655,-0.377,-0.211,0.5135,0.184,0.259,-0.518,0.2915,0.0655,-0.4935,0.8645,0.1425,-0.1325,-0.5085,0.07400000000000001,-2.4295,0.1325,0.026,0.1545,0.4370000000000001,-0.4315,0.201,0.0005,-0.248,0.2435,-0.285,-0.4785,0.974,-0.28800000000000003,0.101,-0.496,0.3555,-0.0475,-1.203,-0.29600000000000004,0.8185,0.1795,-0.199,0.2895,-0.14,0.5305,0.171,1.0485,-0.3485,-0.095,-0.239,-0.28600000000000003,-0.3875,0.147,0.2325,0.733,-0.498
EPN1,-0.1035,0.0395,0.25,-0.184,-0.012,-0.358,0.7995,0.5425,-0.1175,0.002,0.4295,-0.379,-0.001,-0.252,0.4920000000000001,0.0295,-0.244,0.3085,0.081,-0.1365,0.239,-0.2655,0.4435,0.035,0.34700000000000003,0.3785,-0.32,-0.1235,-0.0335,0.15,-0.256,0.2435,-1.029,1.4445,-0.2115,0.389,0.0805,0.1535,-0.255,0.16,-1.3925,0.581,0.37,0.0115,0.054000000000000006,0.1875,0.1985,-0.163,0.1675,0.199,0.3435,-0.1405,-0.536,0.232,-0.025,-0.3345,0.168,-0.0115,0.226,0.1455,0.0155,-0.388,0.0015,-0.08199999999999999,-0.484,-0.237,-0.2775,-0.1475,-0.048,-0.3945,0.307,-0.08199999999999999,-0.404,-0.1575,-0.091,0.1395,-0.166,-0.127,-0.3915,-0.2095,0.2305,0.482,-0.3505,0.562,0.2965,-0.334,0.8705,0.1515,0.085,-0.132,-0.4535,-0.3675,0.1315,-0.065,-0.1955,-0.4205,-0.3055,0.1805,0.284,0.696,-0.0115,0.355,-0.044,0.4235,0.183,0.838,-0.032,0.0505,0.644,0.391,-0.758,0.1035,-0.4345,-0.037000000000000005,-0.048,-0.5720000000000001,0.278,0.406,0.353,0.1525,0.205,-0.0125,-0.03,-0.223,-0.0795,0.853,0.9065,0.195,0.282,0.221,0.0675,0.3785,-0.5215,-0.046,-0.0815,-0.6485,0.3985,-0.3035,-0.067,-0.016,0.219,-0.1875,-0.159,0.31,0.628
LOC388610,1.138625,0.357375,-1.213125,-0.498375,-1.721875,1.1685,1.762625,0.24525,-1.922125,0.133375,-1.734125,0.39325,0.38925,1.214875,1.63,-1.211625,-0.45125,-1.675625,-0.04025,-0.36625,1.481375,0.631625,1.215375,0.41025,0.224375,-0.995625,0.380375,-0.088375,-0.138125,-0.114375,-1.712375,-1.192875,-0.338375,1.094375,1.210375,-0.572125,0.133,-0.468625,-0.423625,-1.83525,-0.247375,-0.570875,1.313375,-0.7615,-0.319,-1.170625,-1.0195,-1.499875,-1.332125,-1.301,-0.277,0.21025,-2.07675,1.70025,0.311875,0.7240000000000001,1.579125,-1.2265,0.06525,1.110875,1.091125,0.434875,0.704125,0.158375,-1.056,0.044875,0.953125,-0.545,0.75125,-0.48525,0.818,2.411625,-0.215,-0.198625,-1.35,-0.739625,-1.071625,1.987375,-1.404375,-0.914,0.450875,0.2365,0.783875,0.609375,0.570875,0.052375,1.5619999999999998,0.819375,0.210375,0.601125,1.033375,-0.1005,1.1955,-0.090375,-0.24175,0.7895,-1.407125,0.182875,0.503375,0.753,-1.14475,0.4285,-0.005625,0.464375,-1.324625,-1.761625,-0.02225,-1.808875,-0.523125,-2.681,-1.46625,-0.770625,1.73,-0.71,1.726625,0.126125,0.893375,0.366,-0.238125,-0.987375,-0.42825,0.867625,-0.387625,0.217,0.074625,-0.9155,-0.51425,-0.591,0.329,-1.639125,-1.202875,1.043375,0.00175,-1.476375,0.11925,1.496625,0.880875,-0.171625,-0.342375,-0.72075,0.279375,1.7080000000000002,1.875625,-0.346875,-0.691125
SLC35A1,-0.3571,1.0535,-0.9705,-0.8405,-1.0377,-0.6779,-1.2359,-0.1654,-0.8955,0.1447,1.3292,-0.7213,-0.1515,-0.3793,0.8514,0.0202,0.1378,0.3442,0.0955,-0.6459,-0.9476,0.1728,-0.4903,0.4577,-0.3949,-0.3796,-0.5591,-1.2105,-0.4893,-0.789,-0.5588,-0.0369,0.0412,-0.6304,0.4825,0.5273,-0.5579999999999999,0.4606,-0.449,0.2061,-0.2713,-0.446,-0.2005,0.0043,0.0284,0.6299,-0.8643,0.0277,-0.4566,-0.264,-1.3195,0.9584,-0.2092,-0.083,0.595,-0.4970000000000001,0.5267,-0.0947,-0.7946,0.2575,-0.6615,-0.5397,-0.4895,-0.4324,0.3498,0.7046,-0.6888,0.7618,-0.1236,-0.4444,-0.2504,-0.247,-0.4414,-0.5023,-0.4356,0.1116,-0.7086,-0.517,-0.6055,-0.3637,0.3578,-0.5487,-0.941,-0.2673,-0.3586,0.254,-0.2423,-0.4403,0.8941,-1.4979,0.1357,-0.2012,-0.3827,-0.2933,-0.1808,-0.2754,0.7314,0.8506,0.6197,-0.5499,-0.3109,0.2371,-0.3005,0.1714,-0.6076,0.0033,0.868,-1.7047,-0.8101,-0.1808,0.4151,0.2387,-0.6196,-0.3059,-0.3188,-0.7107,-0.6659,-1.5718,-0.2526,-0.1826,-0.35100000000000003,-0.146,0.4658,-0.7205,-0.4129,0.0658,-0.4892,-0.2374,0.0649,0.5277,0.9122,0.6714,0.2827,0.4413,0.7039,-0.8928,0.2169,-0.2648,-0.202,0.8606,-0.5084,-0.5935,0.392,-0.7865,0.2465
GAL,2.456,0.05375,0.3565,-0.607,0.2725,1.93075,4.06475,0.907,-0.56975,-0.629,-0.20225,0.8865,-0.3855,-0.17575,0.79775,-0.163,0.9735,-0.539,1.18325,3.0395,1.819,0.236,3.361,-0.638,0.2455,-0.30225,4.70375,3.84175,0.39475,0.01325,-0.7345,-0.123,2.0885,-0.7355,5.03975,-0.45125,0.2665,0.08325,1.17,0.3865,-0.50275,-1.0695,0.7895,-0.753,0.72175,-0.8065,-1.24325,0.1445,-0.23175,-0.60825,1.1825,3.0105,-0.32299999999999995,1.54075,-0.1015,0.754,0.01475,-0.0325,-0.11425,0.029,-1.22275,3.06275,0.2815,-0.227,1.1705,-0.59075,2.329,0.30525,1.966,-0.4415,3.931,-0.436,1.8865,1.443,-0.1015,0.67175,1.075,0.38375,1.06725,-0.76475,0.53575,2.19975,1.594,1.769,2.47,0.316,1.0835,0.393,-0.6975,3.36425,0.344,2.426,0.32125,-0.478,-0.25675,1.9535,-0.65975,-0.83825,0.3825,0.755,0.33575,1.45775,0.292,0.44,-0.24025,0.2875,-0.9085,0.2285,4.6045,-0.823,-0.06475,-0.94125,3.96,-0.882,1.983,0.04375,-0.693,4.56975,0.5665,0.0585,-1.05675,4.03075,1.63725,4.54225,2.97475,1.399,-0.78775,0.8445,1.13325,0.35825,0.17625,-0.69175,2.11525,-0.8495,-0.07825,4.8105,0.12025,2.12125,-1.75925,1.0755,1.67625,1.91825,0.39375,0.12625,-0.63075
SLC14A2,-0.19725,0.04825,0.4515,0.1295,-0.16899999999999998,0.35475,0.22225,0.16175,-0.24675,-0.039,-0.7175,-0.035,0.1605,-0.0365,-0.1375,0.00975,-0.23625,0.10475,-0.13625,-0.13,0.0275,0.24875,-0.206,0.13025,-0.011,0.26175,0.33975,0.15375,0.14025,0.0,-0.153,-0.25275,0.35975,0.214,0.17925,0.16925,-0.095,-0.18875,0.221,0.2285,0.0675,0.15925,-0.2345,0.226,-0.19875,-0.2715,-0.2525,-0.118,-0.09525,0.3095,0.15275,-0.14975,0.42325,-0.23875,0.2015,0.18575,0.19725,0.29475,-0.051,0.23875,0.08725,0.13175,0.31775,-0.3695,0.023,-0.35475,0.42875,0.09575,-0.04575,0.5415,-0.01825,0.06125,-0.3065,-0.17125,-0.16425,0.037000000000000005,-0.22375,0.01175,-0.13925,-0.11625,-0.2345,-0.06075,-0.04175,0.0155,0.48,0.33175,-0.45,0.873,0.2125,0.4055,0.15125,0.1125,-0.13975,0.03525,-0.19675,-0.56425,0.16675,0.0555,-0.0005,0.36225,-0.06725,-0.0425,0.2565,-0.20025,0.52075,0.1635,-0.043,-0.0065,0.1255,0.101,0.29675,-0.07975,-0.29600000000000004,-0.14775,0.03025,-0.041,-0.1325,-0.06175,0.3720000000000001,-0.08975,0.30575,0.17175,0.1755,0.15525,-0.029,-0.03325,0.38775,0.13675,-0.1515,0.5285,0.08375,-0.20925,0.06625,0.11825,0.02425,0.155,0.5075,0.2955,-0.14525,-0.03525,0.4115,0.06925,0.1165,-0.16899999999999998,-0.14075
RDH11,-0.590167,0.499,0.9915,-0.139833,-0.236333,-0.667667,-0.6425,-0.031,-0.5865,0.4085,-0.212667,-0.2975,-0.583,-0.625667,-0.372167,0.3805,0.1865,0.251833,0.5379999999999999,-0.383667,-0.503167,1.0065,-0.624333,1.353667,0.13283299999999998,-0.25516700000000003,-0.768,-1.033833,-0.196,0.332333,-0.389667,0.2845,0.113667,1.499833,-0.5385,0.133167,0.526667,0.4025,-0.556333,-0.2995,-0.712667,-0.183333,-0.0425,0.117,0.236167,-0.351333,-0.289,-0.224333,-0.712667,-0.253,1.420167,0.793167,0.109167,0.320333,-0.7490000000000001,-0.285,-0.049833,-0.069833,-0.083333,0.603833,0.219667,-0.144833,-0.532833,-0.3885,0.506,0.489667,0.131667,-0.242333,-0.493333,0.710333,0.9035,-0.623,-0.458,-0.695333,-0.124,-0.2375,0.016166999999999997,0.2555,0.703167,0.221167,-0.309,-0.609667,-0.828,-0.498833,-0.025333,-0.090333,-0.677333,-0.199333,0.623,-0.7195,0.417,-0.7881670000000001,0.9635,1.225,0.0,-0.817167,0.4655,0.8466670000000001,0.1465,-0.397667,-0.762,-0.706667,-0.25716700000000003,-0.342667,-0.487167,-0.4925,0.165667,0.430333,0.607,-0.16783299999999998,0.340167,0.684333,-0.004333,-0.013166999999999998,0.288333,-0.369833,0.0805,-0.544667,0.6245,-0.767167,0.1515,-1.267333,0.06133300000000001,-0.338833,-0.579333,0.054000000000000006,-0.305667,0.878667,-0.478833,0.8025,-0.16983299999999998,-0.780667,-0.7785,-0.157833,1.617667,1.032667,0.330833,-0.0895,0.324833,-0.275,0.403167,-0.379833,-0.435333,-0.4685,-0.753333
FAM138F,-0.7025,-0.458,0.236,-0.5825,-0.117,0.053,0.4895,0.0925,-0.737,0.1335,0.122,0.046,-0.2315,-0.768,0.31,0.3385,-0.46,-0.304,-0.4885,0.199,-0.695,0.042,-0.2035,-0.5920000000000001,0.3375,0.1765,1.6495,-0.276,-0.2685,-0.4320000000000001,0.4695,-0.384,0.428,-0.4575,-0.826,0.0595,-0.818,0.4875,-0.1985,0.7490000000000001,0.2795,-0.029,0.3955,-0.7440000000000001,0.241,0.0145,-0.732,0.0525,-0.298,0.162,-0.3205,0.491,-0.4675,0.45,-0.016,0.1775,-0.2415,-0.151,0.037000000000000005,0.3935,-0.1535,0.1105,0.0115,0.526,0.1375,-0.268,0.602,0.7495,0.022,0.069,0.959,-0.275,-0.381,-0.142,-0.315,0.5670000000000001,-0.6709999999999999,0.0795,-0.0545,0.1135,0.066,0.621,-0.1405,0.3185,0.2625,0.058,-0.2075,0.8215,-0.5715,-0.0685,0.091,-0.4555,0.08800000000000001,-0.028,-0.4545,-0.3255,-0.271,0.044,0.1815,0.0275,-0.09,0.644,-0.399,-0.227,-0.3775,-0.0185,-0.0015,0.019,0.3505,-0.537,0.1925,-0.1795,0.134,-0.4475,-0.723,0.213,0.096,0.6625,0.239,-0.185,0.4575,0.071,0.1405,0.487,0.2465,0.22,-0.466,0.2395,-0.307,0.438,-0.2895,-0.0355,0.114,-0.262,0.18,-0.017,0.5305,0.1515,-0.569,0.1225,0.3115,0.147,0.5285,-0.3025,-0.552
AUH,-0.4185,-0.769,-0.27075,-0.61625,-1.267,-0.67575,-0.0315,0.3245,0.182,0.67225,-0.73375,-0.4025,-0.06275,-0.91175,-0.82525,0.32675,0.4315,0.383,0.06575,-1.5095,-0.0235,-0.53225,-1.3455,0.45575,-0.7455,1.16625,-0.42,-0.92225,-0.01375,0.61675,0.883,-0.37225,-0.15875,0.0415,-1.55125,0.54075,-0.88075,-0.268,-0.474,-0.895,0.3745,1.23175,0.58725,0.43175,0.21275,0.08025,-1.6595,0.001,-0.4185,-0.5489999999999999,0.315,-1.4825,-0.30225,-1.28975,0.62425,-0.4535,-0.003,0.02125,-0.425,-0.7,0.55,-0.7515,0.244,0.445,0.257,1.899,-0.9505,-0.85825,0.10975,1.053,-1.02625,0.287,-0.512,-0.626,0.18475,-1.485,0.40625,-0.5285,-0.03875,-1.354,-1.43825,-0.56075,-0.1325,-1.15175,-0.00425,-0.39175,-1.6005,-0.1145,0.50525,-1.115,-1.48125,-0.454,0.01425,-0.2365,0.04875,-0.9665,0.684,0.51375,0.002,-1.39,0.0,-1.137,-0.04275,-0.224,-0.0435,-1.3565,-1.196,0.04,-0.71525,0.19075,-0.536,0.38975,-0.69825,0.5945,-0.92375,0.49375,-0.28425,-1.23025,0.39575,-1.082,1.12875,-0.7075,0.708,0.4905,0.371,-0.35100000000000003,0.05575,-0.307,-0.4075,-0.609,-0.27725,-0.6065,-0.87475,0.586,-0.779,-0.1075,-0.3985,-0.2535,0.57825,-0.6475,0.33975,-0.4815,-0.687,-0.6629999999999999,-0.15875
FLJ40243,-0.37525,-0.353,0.28525,0.25075,-0.35100000000000003,-0.0725,-0.28825,0.061,0.513,0.07675,0.607,-0.34325,-0.0175,-0.12475,-0.3985,0.24475,0.27825,0.05,-0.017,-0.09825,0.61175,0.091,0.0785,-0.59825,0.0645,0.1865,-0.03975,-0.337,-0.32925,-0.388,-0.0085,-0.696,0.26475,0.44225,0.00025,0.1105,-0.00325,0.433167,0.1645,-0.60525,-0.0625,0.1615,2.012167,0.15,0.29075,-0.35475,-0.28575,0.1145,-0.22825,-0.61075,0.0585,0.1605,-0.605,0.05775,0.20625,0.446,0.0485,0.3545,0.039,0.6759999999999999,0.23725,-0.064,0.11275,0.20875,-0.7535,0.23875,-0.991833,-0.31325,-0.079,-0.1675,0.16175,0.01675,0.12675,-0.2455,-0.34325,-0.008,0.3355,-0.11475,0.40725,-0.42525,-0.6225,-0.43675,0.15075,-0.4105,0.16899999999999998,0.61325,-0.522833,-0.4605,-1.12775,-0.26875,-0.00175,0.184,0.1405,0.19825,0.09875,0.0155,0.07575,0.045,-0.098,-0.4545,0.291167,-0.28825,-0.0025,-0.748833,-0.9095,0.59775,0.356167,-0.07200000000000001,-0.1715,0.23025,0.7055,-0.81175,-0.3885,-0.17375,-0.0595,0.243,0.02225,-0.00575,-0.1285,-0.4435,0.2215,0.01525,0.1455,0.47975,-0.117,0.308,0.406,0.29525,-0.0135,0.18525,0.0695,0.151,-0.18975,-0.09925,-0.096,0.394167,-0.03725,-0.102,-0.09475,-0.08475,0.19125,0.2055,0.06875,0.29100000000000004,0.3685
C14orf129,0.17716700000000002,0.790833,-2.033,-0.839667,0.4695,-0.3205,-0.816167,-0.761333,-0.2,1.124833,0.372167,-0.281333,-0.378167,0.034332999999999995,-1.362167,0.880167,0.11,0.8585,0.350667,0.309667,-0.152,-0.7206670000000001,-0.811167,0.5695,-0.746833,-0.272333,-0.514167,-0.341167,-0.421833,0.302333,0.479167,0.118833,0.512,0.396,-0.25716700000000003,0.145333,-0.308833,0.067333,-0.109833,0.3235,-0.8440000000000001,-0.273667,0.195833,0.13433299999999998,-0.005833,-0.137167,0.6135,0.285,-1.289,0.041333,-0.296167,0.252333,0.1745,-0.5263329999999999,0.2155,-0.799833,-0.557667,-0.492333,0.386,0.267,0.205833,-0.518167,-1.1155,-0.637167,0.656667,0.330333,-2.056167,0.236167,-1.246667,-0.308,-0.965333,0.133,-0.628833,0.392167,0.247,0.6315,0.215333,-0.399333,0.361833,0.199333,-0.696833,-0.17466700000000002,-0.430333,-0.514167,0.118833,-0.0655,-0.275,-1.207,0.643333,-0.944167,-1.1505,0.06566699999999999,-0.085833,-0.039667,-0.487167,-1.1325,-0.293833,0.370333,0.0185,-0.333,0.0705,-0.521,0.104167,-0.602167,-0.800833,-0.510167,-0.286167,0.0025,-1.089167,-0.051333,-0.853667,0.965667,-0.8185,0.805833,-0.652667,0.320667,0.180167,-1.106333,0.609167,-1.102333,-0.182833,0.611,0.576667,-0.203,-0.483333,-0.0675,-0.161333,-0.814333,-0.3795,-0.095333,0.1255,-0.220667,-0.5705,0.379333,-0.1375,-1.861333,-0.394333,-1.266667,-0.175833,-0.005833,0.341,0.2415,-0.007167,0.116833,-0.057333
MBD2,0.405167,0.075833,0.012333,-0.021,0.6475,0.307333,-0.0005,0.683333,-0.318833,0.511833,1.303333,-0.051333,-0.341667,-0.289667,0.391833,0.151667,-0.109,0.17716700000000002,0.020667,-0.466167,-0.352333,0.962167,-0.566833,-0.540833,0.058333,-0.128333,-0.273333,-0.037000000000000005,-0.572167,-0.090667,0.273,0.318,-0.000167,0.789667,-0.1455,-0.173833,0.0055,-0.541833,-0.107,0.724167,-0.13333299999999998,-0.331333,-0.055167,0.228333,0.324833,0.46,0.039667,0.139,-0.249667,-0.102333,-0.083833,-0.0335,-0.200667,0.1045,0.08983300000000001,-0.2055,0.4835,0.414833,-0.056833,0.427667,-0.220333,-0.172,0.236,-0.324167,1.036,0.5670000000000001,0.382,0.332667,-0.039667,-0.475333,-0.118,1.729167,-0.31,-0.108,0.0985,0.214,2.1823330000000003,0.47,-0.1045,0.377167,0.208667,0.203167,-0.041,0.307,-0.303167,0.625333,0.0125,0.483833,-0.104333,0.14566700000000002,0.226667,0.465,-0.17816700000000002,-0.031667,0.067333,-0.231333,-0.016333,-0.2735,0.090333,0.252,0.4055,-0.245833,-0.556,0.0775,-0.375333,0.365333,0.498667,0.352833,0.421167,-0.076,-0.5745,-0.422333,0.0575,-0.368167,-0.638167,-0.005833,0.309833,1.050667,-0.008167,0.1855,-0.13433299999999998,-0.445167,-0.387,0.021167,1.0615,-0.1755,-0.0985,0.284667,-0.229167,0.019167,-0.502333,0.323667,0.09,-0.136167,-0.151,-0.1585,-0.657,0.641667,-0.369,0.69,-0.012667,-0.201333,-0.7555,0.5385,0.033
